directory,filename,file_ext,size_bytes,size_kib,size_kb,size_mib,size_mb,rel_path,full_path
Baskets,17570_1.jpg,jpg,5210279,5088.2,5210,5,5,Baskets/17570_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17571_1.jpg,jpg,4726856,4616.1,4727,4.5,5,Baskets/17571_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17574_1.jpg,jpg,5517381,5388.1,5517,5.3,6,Baskets/17574_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17575_1.jpg,jpg,4171865,4074.1,4172,4,4,Baskets/17575_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17576_1.jpg,jpg,4827808,4714.7,4828,4.6,5,Baskets/17576_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17577_1.jpg,jpg,4812560,4699.8,4813,4.6,5,Baskets/17577_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17579_1.jpg,jpg,4562006,4455.1,4562,4.4,5,Baskets/17579_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17580_1.jpg,jpg,3743023,3655.3,3743,3.6,4,Baskets/17580_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17582_1.jpg,jpg,4656594,4547.5,4657,4.4,5,Baskets/17582_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17583_1.jpg,jpg,4873772,4759.5,4874,4.6,5,Baskets/17583_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17585_1.jpg,jpg,4918008,4802.7,4918,4.7,5,Baskets/17585_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17586_1.jpg,jpg,4774120,4662.2,4774,4.6,5,Baskets/17586_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17587_1.jpg,jpg,1976799,1930.5,1977,1.9,2,Baskets/17587_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17590_1.jpg,jpg,4125898,4029.2,4126,3.9,4,Baskets/17590_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17591_1.jpg,jpg,4490092,4384.9,4490,4.3,4,Baskets/17591_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17593_1.jpg,jpg,3807444,3718.2,3807,3.6,4,Baskets/17593_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17594_1.jpg,jpg,4199156,4100.7,4199,4,4,Baskets/17594_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17595_1.jpg,jpg,4524676,4418.6,4525,4.3,5,Baskets/17595_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17596_1.jpg,jpg,3442563,3361.9,3443,3.3,3,Baskets/17596_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17597_1.jpg,jpg,4913081,4797.9,4913,4.7,5,Baskets/17597_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17598_1.jpg,jpg,4043516,3948.7,4044,3.9,4,Baskets/17598_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17599_1.jpg,jpg,3058831,2987.1,3059,2.9,3,Baskets/17599_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17600_1.jpg,jpg,5229842,5107.3,5230,5,5,Baskets/17600_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17601_1.jpg,jpg,4219945,4121,4220,4,4,Baskets/17601_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17602_1.jpg,jpg,4645478,4536.6,4645,4.4,5,Baskets/17602_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17607_1.jpg,jpg,4659505,4550.3,4660,4.4,5,Baskets/17607_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17610_1.jpg,jpg,4842878,4729.4,4843,4.6,5,Baskets/17610_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17612_1.jpg,jpg,3891737,3800.5,3892,3.7,4,Baskets/17612_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17613_1.jpg,jpg,5299228,5175,5299,5.1,5,Baskets/17613_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17652_1.jpg,jpg,4877296,4763,4877,4.7,5,Baskets/17652_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17707_1.jpg,jpg,3321329,3243.5,3321,3.2,3,Baskets/17707_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,17709_1.jpg,jpg,4393607,4290.6,4394,4.2,4,Baskets/17709_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-23_2.jpg,jpg,4576826,4469.6,4577,4.4,5,Baskets/1989-74-23_2.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-25_1.jpg,jpg,4649968,4541,4650,4.4,5,Baskets/1989-74-25_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-26_1.jpg,jpg,4927526,4812,4928,4.7,5,Baskets/1989-74-26_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-27_1.jpg,jpg,4582958,4475.5,4583,4.4,5,Baskets/1989-74-27_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-28_1.jpg,jpg,4556194,4449.4,4556,4.3,5,Baskets/1989-74-28_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-29_1.jpg,jpg,4119635,4023.1,4120,3.9,4,Baskets/1989-74-29_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-30_1.jpg,jpg,4272009,4171.9,4272,4.1,4,Baskets/1989-74-30_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-32_3.jpg,jpg,4186526,4088.4,4187,4,4,Baskets/1989-74-32_3.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-32_4.jpg,jpg,4752698,4641.3,4753,4.5,5,Baskets/1989-74-32_4.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-33_1.jpg,jpg,4837654,4724.3,4838,4.6,5,Baskets/1989-74-33_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-49_1.jpg,jpg,2887790,2820.1,2888,2.8,3,Baskets/1989-74-49_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-51_1.jpg,jpg,4885683,4771.2,4886,4.7,5,Baskets/1989-74-51_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-52_1.jpg,jpg,4572970,4465.8,4573,4.4,5,Baskets/1989-74-52_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-54_1.jpg,jpg,3560814,3477.4,3561,3.4,4,Baskets/1989-74-54_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-55_1.jpg,jpg,2315056,2260.8,2315,2.2,2,Baskets/1989-74-55_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-65_1.jpg,jpg,3542888,3459.9,3543,3.4,4,Baskets/1989-74-65_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-66_1.jpg,jpg,3539526,3456.6,3540,3.4,4,Baskets/1989-74-66_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,1989-74-79_1.jpg,jpg,4305781,4204.9,4306,4.1,4,Baskets/1989-74-79_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,23835_1.jpg,jpg,4792470,4680.1,4792,4.6,5,Baskets/23835_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,26644_1.jpg,jpg,4013514,3919.4,4014,3.8,4,Baskets/26644_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,37324_1.jpg,jpg,4691957,4582,4692,4.5,5,Baskets/37324_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,37327_1.jpg,jpg,4864486,4750.5,4864,4.6,5,Baskets/37327_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,47283_1.jpg,jpg,3260800,3184.4,3261,3.1,3,Baskets/47283_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,47287_1.jpg,jpg,2917607,2849.2,2918,2.8,3,Baskets/47287_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8056_1.jpg,jpg,3090456,3018,3090,2.9,3,Baskets/8056_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8057_1.jpg,jpg,3011931,2941.3,3012,2.9,3,Baskets/8057_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8126_1.jpg,jpg,4007940,3914,4008,3.8,4,Baskets/8126_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8127_1.jpg,jpg,3912923,3821.2,3913,3.7,4,Baskets/8127_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8128_1.jpg,jpg,4608267,4500.3,4608,4.4,5,Baskets/8128_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8129_1.jpg,jpg,3366157,3287.3,3366,3.2,3,Baskets/8129_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8130_1.jpg,jpg,3745167,3657.4,3745,3.6,4,Baskets/8130_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8131_2.jpg,jpg,2488939,2430.6,2489,2.4,2,Baskets/8131_2.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8272_1.jpg,jpg,5202195,5080.3,5202,5,5,Baskets/8272_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8367_1.jpg,jpg,4816920,4704,4817,4.6,5,Baskets/8367_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8480_1.jpg,jpg,4045319,3950.5,4045,3.9,4,Baskets/8480_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8483_1.jpg,jpg,2995514,2925.3,2996,2.9,3,Baskets/8483_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8550_1.jpg,jpg,4965398,4849,4965,4.7,5,Baskets/8550_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8551_1.jpg,jpg,4624182,4515.8,4624,4.4,5,Baskets/8551_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8551_7.jpg,jpg,4070344,3974.9,4070,3.9,4,Baskets/8551_7.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8575_1.jpg,jpg,4712353,4601.9,4712,4.5,5,Baskets/8575_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8576_1.jpg,jpg,4614386,4506.2,4614,4.4,5,Baskets/8576_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8578_1.jpg,jpg,4767073,4655.3,4767,4.5,5,Baskets/8578_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8582_1.jpg,jpg,3609476,3524.9,3609,3.4,4,Baskets/8582_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8583_1.jpg,jpg,4644234,4535.4,4644,4.4,5,Baskets/8583_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8584_1.jpg,jpg,4162354,4064.8,4162,4,4,Baskets/8584_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8624_1.jpg,jpg,4108479,4012.2,4108,3.9,4,Baskets/8624_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-a_1.jpg,jpg,2900209,2832.2,2900,2.8,3,Baskets/8637-a_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-b_1.jpg,jpg,2894142,2826.3,2894,2.8,3,Baskets/8637-b_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-c_1.jpg,jpg,3096634,3024.1,3097,3,3,Baskets/8637-c_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-d_1.jpg,jpg,3153504,3079.6,3154,3,3,Baskets/8637-d_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-e_1.jpg,jpg,2844040,2777.4,2844,2.7,3,Baskets/8637-e_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8637-f_1.jpg,jpg,2965123,2895.6,2965,2.8,3,Baskets/8637-f_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8644_1.jpg,jpg,4370151,4267.7,4370,4.2,4,Baskets/8644_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8645-a_1.jpg,jpg,4676034,4566.4,4676,4.5,5,Baskets/8645-a_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8645-b_1.jpg,jpg,4160025,4062.5,4160,4,4,Baskets/8645-b_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8652_1.jpg,jpg,5326494,5201.7,5326,5.1,5,Baskets/8652_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,8654_1.jpg,jpg,4545323,4438.8,4545,4.3,5,Baskets/8654_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92123_1.jpg,jpg,4020433,3926.2,4020,3.8,4,Baskets/92123_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92124_1.jpg,jpg,4007077,3913.2,4007,3.8,4,Baskets/92124_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92125_1.jpg,jpg,4558134,4451.3,4558,4.3,5,Baskets/92125_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92126_1.jpg,jpg,4545584,4439,4546,4.3,5,Baskets/92126_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92297_1.jpg,jpg,4906665,4791.7,4907,4.7,5,Baskets/92297_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92298_1.jpg,jpg,4751890,4640.5,4752,4.5,5,Baskets/92298_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92299_1.jpg,jpg,3808888,3719.6,3809,3.6,4,Baskets/92299_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92300_1.jpg,jpg,3893236,3802,3893,3.7,4,Baskets/92300_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92304_1.jpg,jpg,5026244,4908.4,5026,4.8,5,Baskets/92304_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Baskets,92305_1.jpg,jpg,4825181,4712.1,4825,4.6,5,Baskets/92305_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Baskets
Other Ethnographic,24747_1.jpg,jpg,4049821,3954.9,4050,3.9,4,Other Ethnographic/24747_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92117_1.jpg,jpg,3468847,3387.5,3469,3.3,3,Other Ethnographic/92117_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-167_1.jpg,jpg,2719906,2656.2,2720,2.6,3,Other Ethnographic/2003-33-167_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,8560-b_2.jpg,jpg,1408542,1375.5,1409,1.3,1,Other Ethnographic/8560-b_2.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,8542_1.jpg,jpg,2967083,2897.5,2967,2.8,3,Other Ethnographic/8542_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-141_1.jpg,jpg,3436866,3356.3,3437,3.3,3,Other Ethnographic/2003-33-141_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-158_1.jpg,jpg,3761738,3673.6,3762,3.6,4,Other Ethnographic/2003-33-158_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92115_1.jpg,jpg,4337345,4235.7,4337,4.1,4,Other Ethnographic/92115_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,24745_1.jpg,jpg,2469817,2411.9,2470,2.4,2,Other Ethnographic/24745_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-161_1.jpg,jpg,3268758,3192.1,3269,3.1,3,Other Ethnographic/2003-33-161_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-164-c_1.jpg,jpg,4027954,3933.5,4028,3.8,4,Other Ethnographic/2003-33-164-c_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-177-b_1.jpg,jpg,4263016,4163.1,4263,4.1,4,Other Ethnographic/2003-33-177-b_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92111_1.jpg,jpg,3646948,3561.5,3647,3.5,4,Other Ethnographic/92111_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92135_1.jpg,jpg,2286762,2233.2,2287,2.2,2,Other Ethnographic/92135_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,24645_1.jpg,jpg,3356632,3278,3357,3.2,3,Other Ethnographic/24645_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,24758_1.jpg,jpg,2801620,2736,2802,2.7,3,Other Ethnographic/24758_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92108_1.jpg,jpg,3864065,3773.5,3864,3.7,4,Other Ethnographic/92108_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92137_1.jpg,jpg,2191999,2140.6,2192,2.1,2,Other Ethnographic/92137_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-187_1.jpg,jpg,1427121,1393.7,1427,1.4,1,Other Ethnographic/2003-33-187_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92113_1.jpg,jpg,3184231,3109.6,3184,3,3,Other Ethnographic/92113_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,8560_1.jpg,jpg,2078323,2029.6,2078,2,2,Other Ethnographic/8560_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,1989-74-38_1.jpg,jpg,3652304,3566.7,3652,3.5,4,Other Ethnographic/1989-74-38_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,1989-74-40_1.jpg,jpg,3540440,3457.5,3540,3.4,4,Other Ethnographic/1989-74-40_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-164-a_1.jpg,jpg,3726966,3639.6,3727,3.6,4,Other Ethnographic/2003-33-164-a_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,92114_1.jpg,jpg,3894633,3803.4,3895,3.7,4,Other Ethnographic/92114_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-159_1.jpg,jpg,3285560,3208.6,3286,3.1,3,Other Ethnographic/2003-33-159_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,2003-33-164-d_1.jpg,jpg,4511477,4405.7,4511,4.3,5,Other Ethnographic/2003-33-164-d_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
Other Ethnographic,8565_1.jpg,jpg,2835084,2768.6,2835,2.7,3,Other Ethnographic/8565_1.jpg,/Users/jajohnst/Documents/teaching/2025-4-SI-676-NetworkedLAMS/ummaa_project_data_samples/Other Ethnographic
